Date,Value
1979-08-31,887.63
1979-09-07,874.15
1979-09-14,879.1
1979-09-21,893.94
1979-09-28,878.58
1979-10-05,897.61
1979-10-12,838.99
1979-10-19,814.68
1979-10-26,809.3
1979-11-02,818.94
1979-11-09,806.48
1979-11-16,815.7
1979-11-23,811.77
1979-11-30,822.35
1979-12-07,833.19
1979-12-14,842.75
1979-12-21,838.91
1979-12-28,838.91
1980-01-04,828.84
1980-01-11,858.53
1980-01-18,867.15
1980-01-25,876.11
1980-02-01,881.48
1980-02-08,895.73
1980-02-15,884.98
1980-02-22,868.77
1980-02-29,863.14
1980-03-07,820.56
1980-03-14,811.69
1980-03-21,785.15
1980-03-28,777.65
1980-04-03,784.13
1980-04-11,791.55
1980-04-18,763.4
1980-04-25,803.58
1980-05-02,810.92
1980-05-09,805.8
1980-05-16,826.88
1980-05-23,854.1
1980-05-30,850.85
1980-06-06,861.52
1980-06-13,876.37
1980-06-20,869.71
1980-06-27,881.83
1980-07-03,888.91
1980-07-11,891.13
1980-07-18,923.98
1980-07-25,918.09
1980-08-01,931.48
1980-08-08,954.69
1980-08-15,966.72
1980-08-22,958.19
1980-08-29,932.59
1980-09-05,940.96
1980-09-12,936.52
1980-09-19,963.74
1980-09-26,940.1
1980-10-03,950.68
1980-10-10,950.68
1980-10-17,956.14
1980-10-24,943.6
1980-10-31,924.49
1980-11-07,932.42
1980-11-14,986.35
1980-11-21,989.93
1980-11-28,993.34
1980-12-05,956.23
1980-12-12,917.15
1980-12-19,937.2
1980-12-26,966.38
1981-01-02,972.78
1981-01-09,968.69
1981-01-16,973.29
1981-01-23,940.19
1981-01-30,947.27
1981-02-06,952.3
1981-02-13,931.57
1981-02-20,936.09
1981-02-27,974.58
1981-03-06,964.62
1981-03-13,985.77
1981-03-20,992.8
1981-03-27,994.78
1981-04-03,1007.11
1981-04-10,1000.27
1981-04-16,1005.58
1981-04-24,1020.35
1981-05-01,995.59
1981-05-08,976.4
1981-05-15,985.95
1981-05-22,971.72
1981-05-29,991.75
1981-06-05,993.79
1981-06-12,1006.28
1981-06-19,996.19
1981-06-26,992.87
1981-07-02,959.19
1981-07-10,955.67
1981-07-17,958.9
1981-07-24,936.74
1981-07-31,952.34
1981-08-07,942.54
1981-08-14,936.93
1981-08-21,920.57
1981-08-28,892.22
1981-09-04,861.68
1981-09-11,872.81
1981-09-18,836.19
1981-09-25,824.01
1981-10-02,860.73
1981-10-09,873
1981-10-16,851.69
1981-10-23,837.99
1981-10-30,852.55
1981-11-06,852.45
1981-11-13,855.88
1981-11-20,852.93
1981-11-27,885.94
1981-12-04,892.69
1981-12-11,886.51
1981-12-18,875.76
1981-12-24,873.38
1981-12-31,875
1982-01-08,866.53
1982-01-15,847.6
1982-01-22,845.03
1982-01-29,871.1
1982-02-05,851.03
1982-02-12,833.81
1982-02-19,824.3
1982-02-26,824.39
1982-03-05,807.36
1982-03-12,797.37
1982-03-19,805.65
1982-03-26,817.92
1982-04-02,838.57
1982-04-08,842.94
1982-04-16,843.42
1982-04-23,862.16
1982-04-30,848.36
1982-05-07,869.2
1982-05-14,857.78
1982-05-21,835.9
1982-05-28,819.54
1982-06-04,804.98
1982-06-11,809.74
1982-06-18,788.62
1982-06-25,803.08
1982-07-02,796.99
1982-07-09,814.12
1982-07-16,828.67
1982-07-23,830.57
1982-07-30,808.6
1982-08-06,784.34
1982-08-13,788.05
1982-08-20,869.29
1982-08-27,883.47
1982-09-03,925.13
1982-09-10,906.82
1982-09-17,916.94
1982-09-24,919.52
1982-10-01,907.74
1982-10-08,986.85
1982-10-15,993.1
1982-10-22,1031.46
1982-10-29,991.72
1982-11-05,1051.78
1982-11-12,1039.92
1982-11-19,1021.25
1982-11-26,1007.36
1982-12-03,1031.36
1982-12-10,1018.76
1982-12-17,1011.5
1982-12-23,1045.07
1982-12-31,1046.54
1983-01-07,1076.07
1983-01-14,1080.85
1983-01-21,1052.98
1983-01-28,1064.75
1983-02-04,1077.91
1983-02-11,1086.5
1983-02-18,1092.82
1983-02-25,1120.94
1983-03-04,1140.96
1983-03-11,1117.74
1983-03-18,1117.74
1983-03-25,1140.09
1983-03-31,1130.03
1983-04-08,1124.71
1983-04-15,1171.34
1983-04-22,1196.3
1983-04-29,1226.2
1983-05-06,1232.59
1983-05-13,1218.75
1983-05-20,1190.02
1983-05-27,1216.14
1983-06-03,1213.04
1983-06-10,1196.11
1983-06-17,1242.19
1983-06-24,1241.69
1983-07-01,1225.26
1983-07-08,1207.23
1983-07-15,1192.31
1983-07-22,1231.17
1983-07-29,1199.22
1983-08-05,1183.29
1983-08-12,1182.83
1983-08-19,1194.21
1983-08-26,1192.07
1983-09-02,1215.45
1983-09-09,1239.74
1983-09-16,1225.71
1983-09-23,1255.59
1983-09-30,1233.13
1983-10-07,1272.15
1983-10-14,1263.52
1983-10-21,1248.88
1983-10-28,1223.48
1983-11-04,1218.29
1983-11-11,1250.2
1983-11-18,1251.02
1983-11-25,1277.44
1983-12-02,1265.24
1983-12-09,1260.06
1983-12-16,1242.17
1983-12-23,1250.51
1983-12-30,1258.64
1984-01-06,1286.64
1984-01-13,1270.1
1984-01-20,1259.11
1984-01-27,1230
1984-02-03,1197.03
1984-02-10,1160.7
1984-02-17,1148.87
1984-02-24,1165.1
1984-03-02,1171.48
1984-03-09,1139.76
1984-03-16,1184.36
1984-03-23,1154.84
1984-03-30,1164.89
1984-04-06,1132.22
1984-04-13,1150.13
1984-04-19,1158.08
1984-04-27,1169.07
1984-05-04,1165.31
1984-05-11,1157.14
1984-05-18,1133.79
1984-05-25,1107.1
1984-06-01,1124.35
1984-06-08,1131.25
1984-06-15,1086.9
1984-06-22,1131.07
1984-06-29,1132.4
1984-07-06,1122.57
1984-07-13,1109.87
1984-07-20,1101.37
1984-07-27,1114.62
1984-08-03,1202.08
1984-08-10,1218.09
1984-08-17,1211.9
1984-08-24,1236.53
1984-08-31,1224.38
1984-09-07,1207.38
1984-09-14,1237.52
1984-09-21,1201.74
1984-09-28,1206.71
1984-10-05,1182.53
1984-10-12,1190.7
1984-10-19,1225.93
1984-10-26,1204.95
1984-11-02,1216.65
1984-11-09,1218.97
1984-11-16,1187.94
1984-11-23,1220.3
1984-11-30,1188.94
1984-12-07,1163.21
1984-12-14,1175.91
1984-12-21,1198.98
1984-12-28,1204.17
1985-01-04,1184.96
1985-01-11,1218.09
1985-01-18,1227.36
1985-01-25,1276.06
1985-02-01,1277.72
1985-02-08,1289.97
1985-02-15,1282.02
1985-02-22,1275.84
1985-03-01,1299.36
1985-03-08,1269.66
1985-03-15,1247.35
1985-03-22,1267.45
1985-03-29,1266.78
1985-04-04,1259.05
1985-04-12,1265.68
1985-04-19,1266.56
1985-04-26,1275.18
1985-05-03,1247.24
1985-05-10,1274.18
1985-05-17,1285.34
1985-05-24,1301.97
1985-05-31,1315.41
1985-06-07,1316.42
1985-06-14,1300.96
1985-06-21,1324.48
1985-06-28,1335.46
1985-07-05,1334.45
1985-07-12,1338.6
1985-07-19,1359.54
1985-07-26,1357.08
1985-08-02,1353.05
1985-08-09,1320.79
1985-08-16,1312.72
1985-08-23,1318.32
1985-08-30,1334.01
1985-09-06,1335.69
1985-09-13,1307.68
1985-09-20,1297.94
1985-09-26,1320.79
1985-10-04,1328.74
1985-10-11,1339.94
1985-10-18,1368.84
1985-10-25,1356.52
1985-11-01,1390.25
1985-11-08,1404.36
1985-11-15,1435.09
1985-11-22,1464.33
1985-11-29,1472.13
1985-12-06,1477.18
1985-12-13,1535.21
1985-12-20,1543
1985-12-27,1543
1986-01-03,1549.2
1986-01-10,1513.53
1986-01-17,1536.7
1986-01-24,1529.93
1986-01-31,1570.99
1986-02-07,1613.42
1986-02-14,1664.45
1986-02-21,1697.71
1986-02-28,1709.06
1986-03-07,1699.83
1986-03-14,1792.74
1986-03-21,1768.56
1986-03-27,1821.72
1986-04-04,1739.22
1986-04-11,1790.18
1986-04-18,1840.4
1986-04-25,1835.57
1986-05-02,1774.68
1986-05-09,1789.43
1986-05-16,1759.8
1986-05-23,1823.29
1986-05-30,1876.71
1986-06-06,1885.9
1986-06-13,1874.19
1986-06-20,1879.54
1986-06-27,1885.26
1986-07-03,1900.87
1986-07-11,1821.43
1986-07-18,1777.98
1986-07-25,1810.04
1986-08-01,1763.64
1986-08-08,1782.62
1986-08-15,1855.6
1986-08-22,1887.8
1986-08-29,1898.34
1986-09-05,1899.75
1986-09-12,1758.72
1986-09-19,1762.65
1986-09-26,1769.69
1986-10-03,1774.18
1986-10-10,1793.17
1986-10-17,1837.04
1986-10-24,1832.36
1986-10-31,1877.71
1986-11-07,1886.53
1986-11-14,1873.59
1986-11-21,1893.56
1986-11-28,1914.23
1986-12-05,1925.06
1986-12-12,1912.26
1986-12-19,1928.85
1986-12-26,1930.4
1987-01-02,1927.31
1987-01-09,2005.91
1987-01-16,2076.63
1987-01-23,2101.52
1987-01-30,2158.04
1987-02-06,2186.87
1987-02-13,2183.35
1987-02-20,2235.24
1987-02-27,2223.99
1987-03-06,2280.23
1987-03-13,2258.66
1987-03-20,2333.52
1987-03-27,2335.8
1987-04-03,2390.34
1987-04-10,2338.78
1987-04-16,2275.99
1987-04-24,2235.37
1987-05-01,2280.4
1987-05-08,2322.3
1987-05-15,2272.52
1987-05-22,2243.2
1987-05-29,2291.57
1987-06-05,2326.15
1987-06-12,2377.73
1987-06-19,2420.85
1987-06-26,2436.86
1987-07-02,2436.7
1987-07-10,2455.99
1987-07-17,2510.04
1987-07-24,2485.33
1987-07-31,2572.07
1987-08-07,2592
1987-08-14,2685.43
1987-08-21,2709.5
1987-08-28,2639.35
1987-09-04,2561.38
1987-09-11,2608.74
1987-09-18,2524.64
1987-09-25,2570.17
1987-10-02,2640.99
1987-10-09,2482.21
1987-10-16,2246.73
1987-10-23,1950.76
1987-10-30,1993.53
1987-11-06,1959.05
1987-11-13,1935.01
1987-11-20,1913.63
1987-11-27,1910.48
1987-12-04,1766.74
1987-12-11,1867.04
1987-12-18,1975.3
1987-12-24,1999.67
1987-12-31,1938.83
1988-01-08,1911.31
1988-01-15,1956.07
1988-01-22,1903.51
1988-01-29,1958.22
1988-02-05,1910.48
1988-02-12,1983.26
1988-02-19,2014.59
1988-02-26,2023.21
1988-03-04,2057.86
1988-03-11,2034.98
1988-03-18,2087.37
1988-03-25,1978.95
1988-03-31,1988.06
1988-04-08,2090.19
1988-04-15,2013.93
1988-04-22,2015.09
1988-04-29,2032.33
1988-05-06,2007.46
1988-05-13,1990.55
1988-05-20,1952.59
1988-05-27,1956.44
1988-06-03,2071.31
1988-06-10,2101.71
1988-06-17,2104.02
1988-06-24,2142.96
1988-07-01,2131.58
1988-07-08,2106.15
1988-07-15,2129.45
1988-07-22,2060.99
1988-07-29,2128.73
1988-08-05,2119.13
1988-08-12,2037.52
1988-08-19,2016
1988-08-26,2017.43
1988-09-02,2054.59
1988-09-09,2068.81
1988-09-16,2098.15
1988-09-23,2090.68
1988-09-30,2112.91
1988-10-07,2150.25
1988-10-14,2133.18
1988-10-21,2183.5
1988-10-28,2149.89
1988-11-04,2145.8
1988-11-11,2067.03
1988-11-18,2062.41
1988-11-25,2074.68
1988-12-02,2092.28
1988-12-09,2143.49
1988-12-16,2150.71
1988-12-23,2168.93
1988-12-30,2168.57
1989-01-06,2194.29
1989-01-13,2226.07
1989-01-20,2235.36
1989-01-27,2322.86
1989-02-03,2331.25
1989-02-10,2286.07
1989-02-17,2324.82
1989-02-24,2245.54
1989-03-03,2274.29
1989-03-10,2282.14
1989-03-17,2292.14
1989-03-23,2243.04
1989-03-31,2293.62
1989-04-07,2304.8
1989-04-14,2337.06
1989-04-21,2409.46
1989-04-28,2418.8
1989-05-05,2381.96
1989-05-12,2439.7
1989-05-19,2501.1
1989-05-26,2493.77
1989-06-02,2517.83
1989-06-09,2513.42
1989-06-16,2486.38
1989-06-23,2531.87
1989-06-30,2440.06
1989-07-07,2487.86
1989-07-14,2554.82
1989-07-21,2607.36
1989-07-28,2635.24
1989-08-04,2653.45
1989-08-11,2683.99
1989-08-18,2687.97
1989-08-25,2732.36
1989-09-01,2752.09
1989-09-08,2709.54
1989-09-15,2674.58
1989-09-22,2681.61
1989-09-29,2692.82
1989-10-06,2785.52
1989-10-13,2569.26
1989-10-20,2689.14
1989-10-27,2596.72
1989-11-03,2629.51
1989-11-10,2625.61
1989-11-17,2652.66
1989-11-24,2675.55
1989-12-01,2747.65
1989-12-08,2731.44
1989-12-15,2739.55
1989-12-22,2711.39
1989-12-29,2753.2
1990-01-05,2773.25
1990-01-12,2689.21
1990-01-19,2677.9
1990-01-26,2559.23
1990-02-02,2602.7
1990-02-09,2648.2
1990-02-16,2635.59
1990-02-23,2564.19
1990-03-02,2660.36
1990-03-09,2683.33
1990-03-16,2741.22
1990-03-23,2704.28
1990-03-30,2707.21
1990-04-06,2717.12
1990-04-12,2751.8
1990-04-20,2695.95
1990-04-27,2645.05
1990-05-04,2710.36
1990-05-11,2801.58
1990-05-18,2819.91
1990-05-25,2820.92
1990-06-01,2900.97
1990-06-08,2862.38
1990-06-15,2935.89
1990-06-22,2857.18
1990-06-29,2880.69
1990-07-06,2904.95
1990-07-13,2980.2
1990-07-20,2961.14
1990-07-27,2898.51
1990-08-03,2809.65
1990-08-10,2716.58
1990-08-17,2644.8
1990-08-24,2532.92
1990-08-31,2614.36
1990-09-07,2619.55
1990-09-14,2564.11
1990-09-21,2512.38
1990-09-28,2452.48
1990-10-05,2510.64
1990-10-12,2398.02
1990-10-19,2520.79
1990-10-26,2436.14
1990-11-02,2490.84
1990-11-09,2488.61
1990-11-16,2550.25
1990-11-23,2527.23
1990-11-30,2559.65
1990-12-07,2590.1
1990-12-14,2593.81
1990-12-21,2633.66
1990-12-28,2629.21
1991-01-04,2566.09
1991-01-11,2501.49
1991-01-18,2646.78
1991-01-25,2659.41
1991-02-01,2730.69
1991-02-08,2830.69
1991-02-15,2934.65
1991-02-22,2889.36
1991-03-01,2909.9
1991-03-08,2955.2
1991-03-15,2948.27
1991-03-22,2858.91
1991-03-28,2913.86
1991-04-05,2896.78
1991-04-12,2920.79
1991-04-19,2965.59
1991-04-26,2912.38
1991-05-03,2938.86
1991-05-10,2920.17
1991-05-17,2886.63
1991-05-24,2913.91
1991-05-31,3027.5
1991-06-07,2976.74
1991-06-14,3000.45
1991-06-21,2965.56
1991-06-28,2906.75
1991-07-05,2932.47
1991-07-12,2980.77
1991-07-19,3016.32
1991-07-26,2972.5
1991-08-02,3006.26
1991-08-09,2996.2
1991-08-16,2968.02
1991-08-23,3040.25
1991-08-30,3043.6
1991-09-06,3011.63
1991-09-13,2985.69
1991-09-20,3019.23
1991-09-27,3006.04
1991-10-04,2961.76
1991-10-11,2983.68
1991-10-18,3077.15
1991-10-25,3004.92
1991-11-01,3056.35
1991-11-08,3045.62
1991-11-15,2943.2
1991-11-22,2902.73
1991-11-29,2894.68
1991-12-06,2886.4
1991-12-13,2914.36
1991-12-20,2934.48
1991-12-27,3101.52
1992-01-03,3201.48
1992-01-10,3199.46
1992-01-17,3264.98
1992-01-24,3232.78
1992-01-31,3223.39
1992-02-07,3225.4
1992-02-14,3245.97
1992-02-21,3280.19
1992-02-28,3267.67
1992-03-06,3221.6
1992-03-13,3235.91
1992-03-20,3276.39
1992-03-27,3231.44
1992-04-03,3249.11
1992-04-10,3255.37
1992-04-16,3366.5
1992-04-24,3324.46
1992-05-01,3336.09
1992-05-08,3369.41
1992-05-15,3353.09
1992-05-22,3386.77
1992-05-29,3396.88
1992-06-05,3398.69
1992-06-12,3354.36
1992-06-19,3285.35
1992-06-26,3282.41
1992-07-02,3330.29
1992-07-10,3330.56
1992-07-17,3331.64
1992-07-24,3285.71
1992-07-31,3393.78
1992-08-07,3332.18
1992-08-14,3328.94
1992-08-21,3254.09
1992-08-28,3267.61
1992-09-04,3281.93
1992-09-11,3305.7
1992-09-18,3327.05
1992-09-25,3250.32
1992-10-02,3200.61
1992-10-09,3136.58
1992-10-16,3174.41
1992-10-23,3207.64
1992-10-30,3226.28
1992-11-06,3240.06
1992-11-13,3233.03
1992-11-20,3227.36
1992-11-27,3282.2
1992-12-04,3288.68
1992-12-11,3304.08
1992-12-18,3313.27
1992-12-24,3326.24
1992-12-31,3301.11
1993-01-08,3251.67
1993-01-15,3271.12
1993-01-22,3256.81
1993-01-29,3310.03
1993-02-05,3442.14
1993-02-12,3392.43
1993-02-19,3322.18
1993-02-26,3370.81
1993-03-05,3404.58
1993-03-12,3427.82
1993-03-19,3471.58
1993-03-26,3439.98
1993-04-02,3370.81
1993-04-08,3396.48
1993-04-16,3478.61
1993-04-23,3413.77
1993-04-30,3427.55
1993-05-07,3437.19
1993-05-14,3443.01
1993-05-21,3492.83
1993-05-28,3527.43
1993-06-04,3545.14
1993-06-11,3505.01
1993-06-18,3494.77
1993-06-25,3490.89
1993-07-02,3483.97
1993-07-09,3521.06
1993-07-16,3528.29
1993-07-23,3546.74
1993-07-30,3539.47
1993-08-06,3560.43
1993-08-13,3569.65
1993-08-20,3615.48
1993-08-27,3640.63
1993-09-03,3633.93
1993-09-10,3621.63
1993-09-17,3613.25
1993-09-24,3543.11
1993-10-01,3581.11
1993-10-08,3584.74
1993-10-15,3629.73
1993-10-22,3649.3
1993-10-29,3680.59
1993-11-05,3643.43
1993-11-12,3684.51
1993-11-19,3694.01
1993-11-26,3683.95
1993-12-03,3704.07
1993-12-10,3740.67
1993-12-17,3751.57
1993-12-23,3757.72
1993-12-31,3754.09
1994-01-07,3820.77
1994-01-14,3867.2
1994-01-21,3914.48
1994-01-28,3945.43
1994-02-04,3871.42
1994-02-11,3894.78
1994-02-18,3887.46
1994-02-25,3838.78
1994-03-04,3832.3
1994-03-11,3862.7
1994-03-18,3895.65
1994-03-25,3774.73
1994-03-31,3635.96
1994-04-08,3674.26
1994-04-15,3661.47
1994-04-22,3648.68
1994-04-29,3681.69
1994-05-06,3669.5
1994-05-13,3659.68
1994-05-20,3766.35
1994-05-27,3757.14
1994-06-03,3772.22
1994-06-10,3773.45
1994-06-17,3776.78
1994-06-24,3636.94
1994-07-01,3646.65
1994-07-08,3709.14
1994-07-15,3753.81
1994-07-22,3735.04
1994-07-29,3764.5
1994-08-05,3747.02
1994-08-12,3768.71
1994-08-19,3755.11
1994-08-26,3881.05
1994-09-02,3885.58
1994-09-09,3874.81
1994-09-16,3933.35
1994-09-23,3831.75
1994-09-30,3843.19
1994-10-07,3797.43
1994-10-14,3910.47
1994-10-21,3891.3
1994-10-28,3930.66
1994-11-04,3807.52
1994-11-11,3801.47
1994-11-18,3815.26
1994-11-25,3708.27
1994-12-02,3745.62
1994-12-09,3691.11
1994-12-16,3807.19
1994-12-23,3833.43
1994-12-30,3834.44
1995-01-06,3867.41
1995-01-13,3908.46
1995-01-20,3869.43
1995-01-27,3857.99
1995-02-03,3928.64
1995-02-10,3939.07
1995-02-17,3953.54
1995-02-24,4011.74
1995-03-03,3989.61
1995-03-10,4035.61
1995-03-17,4073.65
1995-03-24,4138.67
1995-03-31,4157.69
1995-04-07,4192.62
1995-04-13,4208.18
1995-04-21,4270.09
1995-04-28,4321.27
1995-05-05,4343.4
1995-05-12,4430.56
1995-05-19,4341.33
1995-05-26,4369
1995-06-02,4444.39
1995-06-09,4423.99
1995-06-16,4510.79
1995-06-23,4585.84
1995-06-30,4556.1
1995-07-07,4702.73
1995-07-14,4708.82
1995-07-21,4641.55
1995-07-28,4715.51
1995-08-04,4683.46
1995-08-11,4618.3
1995-08-18,4617.6
1995-08-25,4601.4
1995-09-01,4647.54
1995-09-08,4700.72
1995-09-15,4797.57
1995-09-22,4764.15
1995-09-29,4789.08
1995-10-06,4769.21
1995-10-13,4793.78
1995-10-20,4794.86
1995-10-27,4741.75
1995-11-03,4825.57
1995-11-10,4870.37
1995-11-17,4989.95
1995-11-24,5048.84
1995-12-01,5087.13
1995-12-08,5156.86
1995-12-15,5176.73
1995-12-22,5097.97
1995-12-29,5117.12
1996-01-05,5181.43
1996-01-12,5061.12
1996-01-19,5184.68
1996-01-26,5271.75
1996-02-02,5373.99
1996-02-09,5541.62
1996-02-16,5503.32
1996-02-23,5630.49
1996-03-01,5536.56
1996-03-08,5470.45
1996-03-15,5584.97
1996-03-22,5636.64
1996-03-29,5587.14
1996-04-04,5682.88
1996-04-12,5532.59
1996-04-19,5535.48
1996-04-26,5567.99
1996-05-03,5478.03
1996-05-10,5518.14
1996-05-17,5687.5
1996-05-24,5762.86
1996-05-31,5643.18
1996-06-07,5697.11
1996-06-14,5649.45
1996-06-21,5705.23
1996-06-28,5654.63
1996-07-05,5588.14
1996-07-12,5510.56
1996-07-19,5426.82
1996-07-26,5473.06
1996-08-02,5679.83
1996-08-09,5681.31
1996-08-16,5689.45
1996-08-23,5722.74
1996-08-30,5616.21
1996-09-06,5659.86
1996-09-13,5838.52
1996-09-20,5888.46
1996-09-27,5872.92
1996-10-04,5992.86
1996-10-11,5969.38
1996-10-18,6094.23
1996-10-25,6007.02
1996-11-01,6021.93
1996-11-08,6219.82
1996-11-15,6348.03
1996-11-22,6471.76
1996-11-29,6521.7
1996-12-06,6381.94
1996-12-13,6304.87
1996-12-20,6484.4
1996-12-27,6560.91
1997-01-03,6544.09
1997-01-10,6703.79
1997-01-17,6833.1
1997-01-24,6696.48
1997-01-31,6813.09
1997-02-07,6855.8
1997-02-14,6988.96
1997-02-21,6931.62
1997-02-28,6877.74
1997-03-07,7000.89
1997-03-14,6935.46
1997-03-21,6804.79
1997-03-27,6740.59
1997-04-04,6526.07
1997-04-11,6391.69
1997-04-18,6703.55
1997-04-25,6738.87
1997-05-02,7071.2
1997-05-09,7169.53
1997-05-16,7194.67
1997-05-23,7345.91
1997-05-30,7331.04
1997-06-06,7435.78
1997-06-13,7782.04
1997-06-20,7796.51
1997-06-27,7687.72
1997-07-03,7895.81
1997-07-11,7921.82
1997-07-18,7890.46
1997-07-25,8113.44
1997-08-01,8194.04
1997-08-08,8031.22
1997-08-15,7694.66
1997-08-22,7887.91
1997-08-29,7622.42
1997-09-05,7822.41
1997-09-12,7742.97
1997-09-19,7917.27
1997-09-26,7922.18
1997-10-03,8038.58
1997-10-10,8045.21
1997-10-17,7847.03
1997-10-24,7715.41
1997-10-31,7442.08
1997-11-07,7581.32
1997-11-14,7572.48
1997-11-21,7881.07
1997-11-28,7823.13
1997-12-05,8149.13
1997-12-12,7838.3
1997-12-19,7756.29
1997-12-26,7679.31
1998-01-02,7965.04
1998-01-09,7580.42
1998-01-16,7753.55
1998-01-23,7700.74
1998-01-30,7906.5
1998-02-06,8189.49
1998-02-13,8370.1
1998-02-20,8413.94
1998-02-27,8545.72
1998-03-06,8569.39
1998-03-13,8602.52
1998-03-20,8906.43
1998-03-27,8796.08
1998-04-03,8983.41
1998-04-09,8994.86
1998-04-17,9167.5
1998-04-24,9064.62
1998-05-01,9147.07
1998-05-08,9055.15
1998-05-15,9096
1998-05-22,9114.44
1998-05-29,8899.95
1998-06-05,9037.71
1998-06-12,8834.94
1998-06-19,8712.87
1998-06-26,8944.54
1998-07-02,9025.26
1998-07-10,9105.74
1998-07-17,9337.97
1998-07-24,8937.36
1998-07-31,8883.29
1998-08-07,8598.02
1998-08-14,8425
1998-08-21,8533.65
1998-08-28,8051.68
1998-09-04,7640.25
1998-09-11,7795.5
1998-09-18,7895.66
1998-09-25,8028.77
1998-10-02,7784.69
1998-10-09,7899.52
1998-10-16,8416.76
1998-10-23,8452.29
1998-10-30,8592.1
1998-11-06,8975.46
1998-11-13,8919.59
1998-11-20,9159.55
1998-11-27,9333.08
1998-12-04,9016.14
1998-12-11,8821.76
1998-12-18,8903.63
1998-12-24,9217.99
1998-12-31,9181.43
1999-01-08,9643.32
1999-01-15,9340.55
1999-01-22,9120.67
1999-01-29,9358.83
1999-02-05,9304.24
1999-02-12,9274.89
1999-02-19,9339.95
1999-02-26,9306.58
1999-03-05,9736.08
1999-03-12,9876.35
1999-03-19,9903.55
1999-03-26,9822.24
1999-04-01,9832.51
1999-04-09,10173.84
1999-04-16,10493.89
1999-04-23,10689.67
1999-04-30,10789.04
1999-05-07,11031.59
1999-05-14,10913.32
1999-05-21,10829.28
1999-05-28,10559.74
1999-06-04,10799.84
1999-06-11,10490.51
1999-06-18,10855.56
1999-06-25,10552.56
1999-07-02,11139.24
1999-07-09,11193.7
1999-07-16,11209.84
1999-07-23,10910.96
1999-07-30,10655.15
1999-08-06,10714.03
1999-08-13,10973.65
1999-08-20,11100.61
1999-08-27,11090.17
1999-09-03,11078.45
1999-09-10,11028.43
1999-09-17,10803.63
1999-09-23,10318.59
1999-10-01,10273
1999-10-08,10649.76
1999-10-15,10019.71
1999-10-22,10470.25
1999-10-29,10729.86
1999-11-05,10704.48
1999-11-12,10769.32
1999-11-19,11003.89
1999-11-26,10988.91
1999-12-03,11286.18
1999-12-10,11224.7
1999-12-17,11257.43
1999-12-23,11405.76
1999-12-31,11497.12
2000-01-07,11522.56
2000-01-14,11722.98
2000-01-21,11251.71
2000-01-28,10738.87
2000-02-04,10963.8
2000-02-11,10425.21
2000-02-18,10219.52
2000-02-25,9862.12
2000-03-03,10367.2
2000-03-10,9928.82
2000-03-17,10595.23
2000-03-24,11112.72
2000-03-31,10921.92
2000-04-07,11111.48
2000-04-14,10305.77
2000-04-20,10844.05
2000-04-28,10733.91
2000-05-05,10577.86
2000-05-12,10609.37
2000-05-19,10626.85
2000-05-26,10299.24
2000-06-02,10794.76
2000-06-09,10614.06
